Date;PV;reversalCount;oscillationCount
01-Oct-2019 18:24:00;4809.071289;8;5
01-Oct-2019 18:25:00;4722.503906;4;3
01-Oct-2019 18:26:00;4817.571289;2;8
01-Oct-2019 18:27:00;4762.829102;8;4
01-Oct-2019 18:28:00;4896.116211;3;0
01-Oct-2019 18:29:00;4883.02002;3;10
01-Oct-2019 18:30:00;4776.573242;10;3
01-Oct-2019 18:31:00;4813.294922;0;9
01-Oct-2019 18:32:00;4809.659668;8;6
01-Oct-2019 18:33:00;4853.030762;10;4
01-Oct-2019 18:34:00;4865.405762;6;0
01-Oct-2019 18:35:00;4690.956055;10;6
01-Oct-2019 18:36:00;4808.722656;7;7
01-Oct-2019 18:37:00;4787.80127;0;0
01-Oct-2019 18:38:00;4791.645996;7;9
01-Oct-2019 18:39:00;4780.696289;10;8
01-Oct-2019 18:40:00;4799.361816;2;6
01-Oct-2019 18:41:00;4774.058105;7;3
01-Oct-2019 18:42:00;4754.845703;6;1
01-Oct-2019 18:43:00;4727.311035;5;3
01-Oct-2019 18:44:00;4778.937012;10;5
01-Oct-2019 18:45:00;4689.628906;1;4
01-Oct-2019 18:46:00;4762.648926;3;5
01-Oct-2019 18:47:00;4736.293457;3;5
01-Oct-2019 18:48:00;4742.974609;5;2
01-Oct-2019 18:49:00;4695.049805;1;6
01-Oct-2019 18:50:00;4707.874512;4;1
01-Oct-2019 18:51:00;4656.566895;3;4
01-Oct-2019 18:52:00;4724.782227;2;10
01-Oct-2019 18:53:00;4737.430664;9;1
01-Oct-2019 18:54:00;4683.209473;7;10
01-Oct-2019 18:55:00;4750.885254;1;8
01-Oct-2019 18:56:00;4712.071289;9;8
01-Oct-2019 18:57:00;4678.246582;8;7
01-Oct-2019 18:58:00;4739.00293;10;1
01-Oct-2019 18:59:00;4712.725098;4;8
01-Oct-2019 19:00:00;4684.657715;10;6
01-Oct-2019 19:01:00;4671.934082;10;7
01-Oct-2019 19:02:00;4747.674805;6;5
01-Oct-2019 19:03:00;4721.478516;10;2
01-Oct-2019 19:04:00;4876.616211;0;9
01-Oct-2019 19:05:00;4787.040527;10;0
01-Oct-2019 19:06:00;4764.87793;5;0
01-Oct-2019 19:07:00;4784.110352;5;1
01-Oct-2019 19:08:00;4711.292969;6;1
01-Oct-2019 19:09:00;4808.383301;8;7
01-Oct-2019 19:10:00;4787.452148;4;5
01-Oct-2019 19:11:00;4708.287598;9;2
01-Oct-2019 19:12:00;4730.237305;3;4
01-Oct-2019 19:13:00;4760.786621;7;4
01-Oct-2019 19:14:00;4799.566406;6;6
01-Oct-2019 19:15:00;4850.395508;7;2
01-Oct-2019 19:16:00;4859.353027;0;9
01-Oct-2019 19:17:00;4832.617188;8;8
01-Oct-2019 19:18:00;4761.094727;6;6
01-Oct-2019 19:19:00;4764.92334;1;6
01-Oct-2019 19:20:00;4868.947266;2;7
01-Oct-2019 19:21:00;4799.938477;9;9
01-Oct-2019 19:22:00;4793.099609;7;3
01-Oct-2019 19:23:00;4818.32666;4;10
01-Oct-2019 19:24:00;4810.112305;4;5
01-Oct-2019 19:25:00;4701.424805;5;4
01-Oct-2019 19:26:00;4750.132324;10;7
01-Oct-2019 19:27:00;4766.943359;0;10
01-Oct-2019 19:28:00;4693.768066;8;6
01-Oct-2019 19:29:00;4758.804199;5;7
01-Oct-2019 19:30:00;4715.779297;9;2
01-Oct-2019 19:31:00;4847.53418;0;5
01-Oct-2019 19:32:00;4762.746094;9;0
01-Oct-2019 19:33:00;4748.149902;10;5
01-Oct-2019 19:34:00;4816.945801;3;7
01-Oct-2019 19:35:00;4781.449707;8;1
01-Oct-2019 19:36:00;4740.149414;9;4
01-Oct-2019 19:37:00;4651.728027;9;3
01-Oct-2019 19:38:00;4657.399902;8;3
01-Oct-2019 19:39:00;4764.254883;5;7
01-Oct-2019 19:40:00;4708.375;1;2
01-Oct-2019 19:41:00;4796.095703;4;4
01-Oct-2019 19:42:00;4810.316406;5;6
01-Oct-2019 19:43:00;4653.367188;10;4
01-Oct-2019 19:44:00;4773.290527;3;5
01-Oct-2019 19:45:00;4730.902832;6;1
01-Oct-2019 19:46:00;4618.365723;6;9
01-Oct-2019 19:47:00;4742.84082;1;2
01-Oct-2019 19:48:00;4754.372559;6;10
01-Oct-2019 19:49:00;4775.580078;7;0
01-Oct-2019 19:50:00;4678.032715;2;7
01-Oct-2019 19:51:00;4706.227051;9;2
01-Oct-2019 19:52:00;4721.24707;3;9
01-Oct-2019 19:53:00;4740.04248;3;7
01-Oct-2019 19:54:00;4718.903809;0;7
01-Oct-2019 19:55:00;4715.435059;3;7
01-Oct-2019 19:56:00;4667.655762;7;2
01-Oct-2019 19:57:00;4687.107422;10;5
01-Oct-2019 19:58:00;4629.928711;0;2
01-Oct-2019 19:59:00;4664.532715;3;4
01-Oct-2019 20:00:00;4666.312012;2;7
01-Oct-2019 20:01:00;4585.772949;1;3
01-Oct-2019 20:02:00;4692.599609;5;3
01-Oct-2019 20:03:00;4637.991699;7;4
01-Oct-2019 20:04:00;4554.519043;0;10
01-Oct-2019 20:05:00;4751.354004;0;1
01-Oct-2019 20:06:00;4776.234863;10;2
01-Oct-2019 20:07:00;4715.477539;10;4
01-Oct-2019 20:08:00;4666.26416;7;9
01-Oct-2019 20:09:00;4710.196289;2;3
01-Oct-2019 20:10:00;4679.03418;0;1
01-Oct-2019 20:11:00;4733.615234;9;2
01-Oct-2019 20:12:00;4706.723145;2;8
01-Oct-2019 20:13:00;4707.589844;8;6
01-Oct-2019 20:14:00;4633.230957;6;8
01-Oct-2019 20:15:00;4663.887207;10;8
01-Oct-2019 20:16:00;4696.743652;1;1
01-Oct-2019 20:17:00;4754.853516;6;0
01-Oct-2019 20:18:00;4736.25293;3;0
01-Oct-2019 20:19:00;4722.658203;8;10
01-Oct-2019 20:20:00;4720.350586;2;10
01-Oct-2019 20:21:00;4641.05127;3;1
01-Oct-2019 20:22:00;4756.435547;4;9
01-Oct-2019 20:23:00;4725.703125;2;5
01-Oct-2019 20:24:00;4761.284668;10;6
01-Oct-2019 20:25:00;4732.589355;9;0
01-Oct-2019 20:26:00;4745.905762;7;7
01-Oct-2019 20:27:00;4739.905273;0;6
01-Oct-2019 20:28:00;4790.056641;10;8
01-Oct-2019 20:29:00;4773.525391;1;6
01-Oct-2019 20:30:00;4722.934082;8;8
01-Oct-2019 20:31:00;4760.188477;3;9
01-Oct-2019 20:32:00;4678.400391;5;7
01-Oct-2019 20:33:00;4846.341309;9;5
01-Oct-2019 20:34:00;4752.851563;5;8
01-Oct-2019 20:35:00;4695.983887;5;10
01-Oct-2019 20:36:00;4822.92334;9;9
01-Oct-2019 20:37:00;4666.036133;6;4
01-Oct-2019 20:38:00;4702.510742;9;7
01-Oct-2019 20:39:00;4626.629883;7;9
01-Oct-2019 20:40:00;4696.32373;3;3
01-Oct-2019 20:41:00;4732.385254;0;8
01-Oct-2019 20:42:00;4841.535645;7;3
01-Oct-2019 20:43:00;4739.72168;0;1
01-Oct-2019 20:44:00;4802.55127;1;0
01-Oct-2019 20:45:00;4779.122559;9;3
01-Oct-2019 20:46:00;4758.284668;4;1
01-Oct-2019 20:47:00;4766.501953;4;2
01-Oct-2019 20:48:00;4745.782227;0;10
01-Oct-2019 20:49:00;4733.679199;6;5
01-Oct-2019 20:50:00;4765.107422;5;1
01-Oct-2019 20:51:00;4787.330078;2;10
01-Oct-2019 20:52:00;4721.400879;3;6
01-Oct-2019 20:53:00;4761.814941;9;6
01-Oct-2019 20:54:00;4740.317871;9;10
01-Oct-2019 20:55:00;4750.001953;7;1
01-Oct-2019 20:56:00;4821.55957;9;8
01-Oct-2019 20:57:00;4742.151855;1;6
01-Oct-2019 20:58:00;4569.470703;8;7
01-Oct-2019 20:59:00;4646.05957;2;8
01-Oct-2019 21:00:00;4683.626953;8;6
01-Oct-2019 21:01:00;4635.900879;6;7
01-Oct-2019 21:02:00;4681.92627;7;9
01-Oct-2019 21:03:00;4676.797852;7;6
01-Oct-2019 21:04:00;4695.665039;1;6
01-Oct-2019 21:05:00;4672.909668;10;0
01-Oct-2019 21:06:00;4727.878418;2;8
01-Oct-2019 21:07:00;4639.132324;10;0
01-Oct-2019 21:08:00;4619.32666;0;5
01-Oct-2019 21:09:00;4613.265137;6;6
01-Oct-2019 21:10:00;4631.032715;9;2
01-Oct-2019 21:11:00;4672.074219;5;9
01-Oct-2019 21:12:00;4688.440918;1;2
01-Oct-2019 21:13:00;4666.42334;7;4
01-Oct-2019 21:14:00;4697.36377;4;3
01-Oct-2019 21:15:00;4593.556152;0;7
01-Oct-2019 21:16:00;4691.899414;5;6
01-Oct-2019 21:17:00;4644.703125;4;0
01-Oct-2019 21:18:00;4512.831543;5;8
01-Oct-2019 21:19:00;4577.682617;10;0
01-Oct-2019 21:20:00;4566.871094;8;3
01-Oct-2019 21:21:00;4708.984375;3;7
01-Oct-2019 21:22:00;4589.083008;4;0
01-Oct-2019 21:23:00;4743.463379;0;1
01-Oct-2019 21:24:00;4701.996582;0;1
01-Oct-2019 21:25:00;4624.046875;10;4
01-Oct-2019 21:26:00;4480.020508;2;10
01-Oct-2019 21:27:00;4526.712891;4;6
01-Oct-2019 21:28:00;4495.45459;9;4
01-Oct-2019 21:29:00;4548.773438;0;6
01-Oct-2019 21:30:00;4582.872559;7;3
01-Oct-2019 21:31:00;4526.639648;10;9
01-Oct-2019 21:32:00;4583.606934;10;5
01-Oct-2019 21:33:00;4580.64502;10;1
01-Oct-2019 21:34:00;4617.715332;9;7
01-Oct-2019 21:35:00;4600.885742;7;2
01-Oct-2019 21:36:00;4586.185059;2;0
01-Oct-2019 21:37:00;4579.068848;6;7
01-Oct-2019 21:38:00;4690.356934;3;6
01-Oct-2019 21:39:00;4607.080566;8;6
01-Oct-2019 21:40:00;4638.875488;4;7
01-Oct-2019 21:41:00;4681.841797;8;9
01-Oct-2019 21:42:00;4664.63916;5;8
01-Oct-2019 21:43:00;4520.641113;6;7
01-Oct-2019 21:44:00;4479.375977;2;7
01-Oct-2019 21:45:00;4612.146484;0;5
01-Oct-2019 21:46:00;4578.385742;6;2
01-Oct-2019 21:47:00;4637.07373;3;2
01-Oct-2019 21:48:00;4620.86377;2;3
01-Oct-2019 21:49:00;4612.844238;8;4
01-Oct-2019 21:50:00;4510.30127;9;0
01-Oct-2019 21:51:00;4530.064453;2;5
01-Oct-2019 21:52:00;4604.796387;10;2
01-Oct-2019 21:53:00;4612.007813;9;3
01-Oct-2019 21:54:00;4704.397949;3;7
01-Oct-2019 21:55:00;4599.760254;0;0
01-Oct-2019 21:56:00;4638.646484;8;9
01-Oct-2019 21:57:00;4605.994141;10;9
01-Oct-2019 21:58:00;4528.816406;10;9
01-Oct-2019 21:59:00;4654.76416;10;5
01-Oct-2019 22:00:00;4605.014648;4;4
01-Oct-2019 22:01:00;4577.443359;7;1
01-Oct-2019 22:02:00;4516.875;8;1
01-Oct-2019 22:03:00;4469.956055;3;6
01-Oct-2019 22:04:00;4616.762207;9;3
01-Oct-2019 22:05:00;4633.29248;6;10
01-Oct-2019 22:06:00;4575.54834;10;1
01-Oct-2019 22:07:00;4608.604492;3;8
01-Oct-2019 22:08:00;4588.642578;10;8
01-Oct-2019 22:09:00;4583.234375;7;2
01-Oct-2019 22:10:00;4546.362305;6;7
01-Oct-2019 22:11:00;4601.438477;6;5
01-Oct-2019 22:12:00;4654.937012;10;2
01-Oct-2019 22:13:00;4644.757813;0;1
01-Oct-2019 22:14:00;4639.382813;8;6
01-Oct-2019 22:15:00;4644.811523;10;4
01-Oct-2019 22:16:00;4597.946777;0;1
01-Oct-2019 22:17:00;4595.538086;9;9
01-Oct-2019 22:18:00;4670.406738;10;10
01-Oct-2019 22:19:00;4581.216309;4;7
01-Oct-2019 22:20:00;4683.460449;5;7
01-Oct-2019 22:21:00;4654.460938;8;5
01-Oct-2019 22:22:00;4710.003418;8;10
01-Oct-2019 22:23:00;4710.736816;1;8
01-Oct-2019 22:24:00;4714.888672;5;8
01-Oct-2019 22:25:00;4657.76416;1;3
01-Oct-2019 22:26:00;4605.866211;10;7
01-Oct-2019 22:27:00;4646.811523;2;7
01-Oct-2019 22:28:00;4672.104004;3;8
01-Oct-2019 22:29:00;4725.064941;1;8
01-Oct-2019 22:30:00;4755.813965;7;7
01-Oct-2019 22:31:00;4714.700195;3;1
01-Oct-2019 22:32:00;4674.782715;4;2
01-Oct-2019 22:33:00;4715.255859;1;7
01-Oct-2019 22:34:00;4618.727051;1;2
01-Oct-2019 22:35:00;4707.147949;0;0
01-Oct-2019 22:36:00;4602.05127;0;9
01-Oct-2019 22:37:00;4625.171875;5;1
01-Oct-2019 22:38:00;4642.887695;4;6
01-Oct-2019 22:39:00;4642.202637;4;9
01-Oct-2019 22:40:00;4689.25293;5;1
01-Oct-2019 22:41:00;4592.439453;0;9
01-Oct-2019 22:42:00;4621.783691;8;6
01-Oct-2019 22:43:00;4678.004883;1;4
01-Oct-2019 22:44:00;4557.573242;4;7
01-Oct-2019 22:45:00;4612.285156;1;5
01-Oct-2019 22:46:00;4676.434082;4;9
01-Oct-2019 22:47:00;4560.287598;9;9
01-Oct-2019 22:48:00;4657.981445;6;10
01-Oct-2019 22:49:00;4602.63623;2;10
01-Oct-2019 22:50:00;4610.35791;3;8
01-Oct-2019 22:51:00;4561.383789;9;3
01-Oct-2019 22:52:00;4493.671387;5;3
01-Oct-2019 22:53:00;4677.371582;0;5
01-Oct-2019 22:54:00;4662.214355;6;0
01-Oct-2019 22:55:00;4661.399414;8;6
01-Oct-2019 22:56:00;4673.197266;7;6
01-Oct-2019 22:57:00;4614.714355;7;0
01-Oct-2019 22:58:00;4664.001465;7;5
01-Oct-2019 22:59:00;4580.191406;9;4
01-Oct-2019 23:00:00;4646.836914;4;7
01-Oct-2019 23:01:00;4603.979492;8;0
01-Oct-2019 23:02:00;4656.217285;5;1
01-Oct-2019 23:03:00;4591.009766;7;0
01-Oct-2019 23:04:00;4656.167969;4;5
01-Oct-2019 23:05:00;4592.054199;2;5
01-Oct-2019 23:06:00;4765.109863;2;3
01-Oct-2019 23:07:00;4727.938965;8;5
01-Oct-2019 23:08:00;4631.111816;5;7
01-Oct-2019 23:09:00;4667.827637;10;1
01-Oct-2019 23:10:00;4722.888184;2;7
01-Oct-2019 23:11:00;4679.632813;6;10
01-Oct-2019 23:12:00;4662.107422;10;6
01-Oct-2019 23:13:00;4680.98291;2;0
01-Oct-2019 23:14:00;4684.634277;8;6
01-Oct-2019 23:15:00;4663.38623;6;3
01-Oct-2019 23:16:00;4656.942383;0;7
01-Oct-2019 23:17:00;4557.34082;7;4
01-Oct-2019 23:18:00;4685.874512;8;1
01-Oct-2019 23:19:00;4627.71582;6;10
01-Oct-2019 23:20:00;4613.971191;0;4
01-Oct-2019 23:21:00;4610.682617;4;8
01-Oct-2019 23:22:00;4645.93457;7;8
01-Oct-2019 23:23:00;4584.45166;7;5
01-Oct-2019 23:24:00;4645.046875;8;2
01-Oct-2019 23:25:00;4481.084473;0;9
01-Oct-2019 23:26:00;4610.617188;5;3
01-Oct-2019 23:27:00;4552.600586;6;9
01-Oct-2019 23:28:00;4515.577637;10;5
01-Oct-2019 23:29:00;4645.655762;1;10
01-Oct-2019 23:30:00;4575.201172;7;1
01-Oct-2019 23:31:00;4558.083984;2;8
01-Oct-2019 23:32:00;4558.129395;10;1
01-Oct-2019 23:33:00;4629.158203;2;2
01-Oct-2019 23:34:00;4514.133789;1;6
01-Oct-2019 23:35:00;4599.199219;7;10
01-Oct-2019 23:36:00;4600.416504;9;1
01-Oct-2019 23:37:00;4568.538086;10;10
01-Oct-2019 23:38:00;4640.243164;3;8
01-Oct-2019 23:39:00;4629.942871;4;3
01-Oct-2019 23:40:00;4509.062012;5;4
01-Oct-2019 23:41:00;4712.475098;3;4
01-Oct-2019 23:42:00;4672.979004;3;7
01-Oct-2019 23:43:00;4632.890625;0;10
01-Oct-2019 23:44:00;4682.825684;7;6
01-Oct-2019 23:45:00;4580.027832;9;3
01-Oct-2019 23:46:00;4684.275391;8;1
01-Oct-2019 23:47:00;4674.480957;5;5
01-Oct-2019 23:48:00;4707.128906;9;1
01-Oct-2019 23:49:00;4707.22168;9;3
01-Oct-2019 23:50:00;4559.354492;10;9
01-Oct-2019 23:51:00;4618.751465;5;4
01-Oct-2019 23:52:00;4714.373535;3;1
01-Oct-2019 23:53:00;4631.233398;2;8
01-Oct-2019 23:54:00;4677.935547;5;7
01-Oct-2019 23:55:00;4690.032227;4;1
01-Oct-2019 23:56:00;4685.090332;7;4
01-Oct-2019 23:57:00;4660.556641;1;7
01-Oct-2019 23:58:00;4551.26709;8;3
01-Oct-2019 23:59:00;4706.396973;10;7
02-Oct-2019 00:00:00;4623.459961;10;9
02-Oct-2019 00:01:00;4667.369629;7;8
02-Oct-2019 00:02:00;4678.550293;0;10
02-Oct-2019 00:03:00;4650.602051;4;1
02-Oct-2019 00:04:00;4720.285645;8;4
02-Oct-2019 00:05:00;4648.89209;7;3
02-Oct-2019 00:06:00;4693.620117;4;7
02-Oct-2019 00:07:00;4719.608398;1;1
02-Oct-2019 00:08:00;4679.604004;4;3
02-Oct-2019 00:09:00;4674.265625;1;8
02-Oct-2019 00:10:00;4641.491699;10;10
02-Oct-2019 00:11:00;4691.555176;4;7
02-Oct-2019 00:12:00;4690.202148;7;3
02-Oct-2019 00:13:00;4697.046387;10;4
02-Oct-2019 00:14:00;4630.294434;9;4
02-Oct-2019 00:15:00;4573.537109;2;7
02-Oct-2019 00:16:00;4682.052734;10;7
02-Oct-2019 00:17:00;4727.093262;2;5
02-Oct-2019 00:18:00;4710.666992;10;3
02-Oct-2019 00:19:00;4705.949707;9;5
02-Oct-2019 00:20:00;4676.068359;7;8
02-Oct-2019 00:21:00;4715.606934;7;4
02-Oct-2019 00:22:00;4681.075684;10;0
02-Oct-2019 00:23:00;4665.696289;3;6
02-Oct-2019 00:24:00;4735.705078;1;6
02-Oct-2019 00:25:00;4724.672852;6;5
02-Oct-2019 00:26:00;4638.132813;2;1
02-Oct-2019 00:27:00;4662.126465;9;5
02-Oct-2019 00:28:00;4647.639648;0;4
02-Oct-2019 00:29:00;4753.80127;8;4
02-Oct-2019 00:30:00;4729.540527;3;9
02-Oct-2019 00:31:00;4649.806641;10;8
02-Oct-2019 00:32:00;4801.775391;3;0
02-Oct-2019 00:33:00;4748.937012;2;1
02-Oct-2019 00:34:00;4758.220703;6;10
02-Oct-2019 00:35:00;4737.32373;6;0
02-Oct-2019 00:36:00;4571.275879;4;5
02-Oct-2019 00:37:00;4727.705078;2;10
02-Oct-2019 00:38:00;4829.569824;3;10
02-Oct-2019 00:39:00;4704.585938;3;1
02-Oct-2019 00:40:00;4650.480469;4;4
02-Oct-2019 00:41:00;4741.375977;4;6
02-Oct-2019 00:42:00;4743.276855;5;4
02-Oct-2019 00:43:00;4650.199707;0;3
02-Oct-2019 00:44:00;4717.628418;8;6
02-Oct-2019 00:45:00;4661.731934;7;2
02-Oct-2019 00:46:00;4769.305176;1;8
02-Oct-2019 00:47:00;4684.756836;8;4
02-Oct-2019 00:48:00;4748.891113;4;0
02-Oct-2019 00:49:00;4794.552246;7;1
02-Oct-2019 00:50:00;4766.384766;2;0
02-Oct-2019 00:51:00;4733.4375;3;8
02-Oct-2019 00:52:00;4489.512695;5;2
02-Oct-2019 00:53:00;4509.285645;7;6
02-Oct-2019 00:54:00;4387.042969;1;7
02-Oct-2019 00:55:00;4344.366699;6;2
02-Oct-2019 00:56:00;4259.50293;3;2
02-Oct-2019 00:57:00;4267.323242;10;0
02-Oct-2019 00:58:00;4222.551758;7;2
02-Oct-2019 00:59:00;4294.332031;2;7
02-Oct-2019 01:00:00;4263.788574;5;10
02-Oct-2019 01:01:00;4291.572754;1;5
02-Oct-2019 01:02:00;4282.368164;4;2
02-Oct-2019 01:03:00;4319.650879;5;1
02-Oct-2019 01:04:00;4246.621094;9;2
02-Oct-2019 01:05:00;4218.068359;3;1
02-Oct-2019 01:06:00;4230.849121;6;10
02-Oct-2019 01:07:00;4181.960938;0;10
02-Oct-2019 01:08:00;4259.8125;3;5
02-Oct-2019 01:09:00;4313.489258;9;6
02-Oct-2019 01:10:00;4355.458496;4;10
02-Oct-2019 01:11:00;4366.006348;5;10
02-Oct-2019 01:12:00;4379.451172;0;10
02-Oct-2019 01:13:00;4394.729492;8;2
02-Oct-2019 01:14:00;4322.386719;6;4
02-Oct-2019 01:15:00;4341.34668;4;9
02-Oct-2019 01:16:00;4314.654297;1;5
02-Oct-2019 01:17:00;4235.371094;9;5
02-Oct-2019 01:18:00;4319.362305;6;0
02-Oct-2019 01:19:00;4325.876465;5;5
02-Oct-2019 01:20:00;4505.522461;3;8
02-Oct-2019 01:21:00;4536.551758;8;9
02-Oct-2019 01:22:00;4610.709473;6;7
02-Oct-2019 01:23:00;4689.103027;3;2
02-Oct-2019 01:24:00;4638.970215;5;7
02-Oct-2019 01:25:00;4694.120117;7;8
02-Oct-2019 01:26:00;4759.637207;5;2
02-Oct-2019 01:27:00;4788.726563;8;7
02-Oct-2019 01:28:00;4716.668945;10;10
02-Oct-2019 01:29:00;4603.645996;2;10
02-Oct-2019 01:30:00;4671.983887;9;8
02-Oct-2019 01:31:00;4540.883301;0;10
02-Oct-2019 01:32:00;4600.113281;10;3
02-Oct-2019 01:33:00;4619.916992;7;10
02-Oct-2019 01:34:00;4565.21582;3;6
02-Oct-2019 01:35:00;4564.378906;8;2
02-Oct-2019 01:36:00;4638.112793;10;7
02-Oct-2019 01:37:00;4751.412109;7;2
02-Oct-2019 01:38:00;4679.419922;0;6
02-Oct-2019 01:39:00;4674.875;6;4
02-Oct-2019 01:40:00;4563.205566;3;2
02-Oct-2019 01:41:00;4723.869629;1;3
02-Oct-2019 01:42:00;4848.137207;1;7
02-Oct-2019 01:43:00;4772.480469;9;9
02-Oct-2019 01:44:00;4869.408203;7;4
02-Oct-2019 01:45:00;4800.021973;4;0
02-Oct-2019 01:46:00;4753.978516;5;6
02-Oct-2019 01:47:00;4875.264648;1;6
02-Oct-2019 01:48:00;4869.963379;10;5
02-Oct-2019 01:49:00;4802.928223;0;7
02-Oct-2019 01:50:00;4707.867676;5;0
02-Oct-2019 01:51:00;4854.123535;10;1
02-Oct-2019 01:52:00;4742.742188;7;10
02-Oct-2019 01:53:00;4683.118652;1;6
02-Oct-2019 01:54:00;4645.698242;7;0
02-Oct-2019 01:55:00;4631.187988;5;10
02-Oct-2019 01:56:00;4604.578613;4;10
02-Oct-2019 01:57:00;4675.748535;5;8
02-Oct-2019 01:58:00;4649.928711;10;6
02-Oct-2019 01:59:00;4593.814941;4;3
02-Oct-2019 02:00:00;4544.251953;8;7
02-Oct-2019 02:01:00;4593.07373;10;3
02-Oct-2019 02:02:00;4603.469727;8;9
02-Oct-2019 02:03:00;4608.712402;4;5
02-Oct-2019 02:04:00;4514.421387;7;8
02-Oct-2019 02:05:00;4603.732422;2;10
02-Oct-2019 02:06:00;4565.183105;9;7
02-Oct-2019 02:07:00;4542.490234;10;10
02-Oct-2019 02:08:00;4546.425293;8;3
02-Oct-2019 02:09:00;4424.716797;4;1
02-Oct-2019 02:10:00;4502.95459;2;4
02-Oct-2019 02:11:00;4549.861816;2;3
02-Oct-2019 02:12:00;4519.402832;6;3
02-Oct-2019 02:13:00;4536.550781;6;6
02-Oct-2019 02:14:00;4519.813965;3;1
02-Oct-2019 02:15:00;4495.279297;4;0
02-Oct-2019 02:16:00;4637.381348;10;9
02-Oct-2019 02:17:00;4573.65918;2;5
02-Oct-2019 02:18:00;4485.148438;3;7
02-Oct-2019 02:19:00;4597.560547;4;3
02-Oct-2019 02:20:00;4615.589844;8;8
02-Oct-2019 02:21:00;4639.990234;10;1
02-Oct-2019 02:22:00;4567.441895;6;1
02-Oct-2019 02:23:00;4678.152344;4;5
02-Oct-2019 02:24:00;4534.719238;7;4
02-Oct-2019 02:25:00;4547.560059;2;9
02-Oct-2019 02:26:00;4696.280273;4;2
02-Oct-2019 02:27:00;4626.678223;7;8
02-Oct-2019 02:28:00;4644.677246;7;4
02-Oct-2019 02:29:00;4729.152832;3;9
02-Oct-2019 02:30:00;4653.92334;3;7
02-Oct-2019 02:31:00;4612.499023;4;5
02-Oct-2019 02:32:00;4654.283203;5;2
02-Oct-2019 02:33:00;4610.767578;8;9
02-Oct-2019 02:34:00;4612.083496;6;10
02-Oct-2019 02:35:00;4597.668457;5;5
02-Oct-2019 02:36:00;4663.766602;5;8
02-Oct-2019 02:37:00;4652.732422;4;3
02-Oct-2019 02:38:00;4618.392578;6;7
02-Oct-2019 02:39:00;4614.731934;0;0
02-Oct-2019 02:40:00;4605.580078;5;1
02-Oct-2019 02:41:00;4513.030273;7;9
02-Oct-2019 02:42:00;4594.125977;3;8
02-Oct-2019 02:43:00;4578.445801;1;6
02-Oct-2019 02:44:00;4589.538574;0;0
02-Oct-2019 02:45:00;4552.365723;8;8
02-Oct-2019 02:46:00;4609.321777;10;1
02-Oct-2019 02:47:00;4570.40625;10;6
02-Oct-2019 02:48:00;4624.907227;1;8
02-Oct-2019 02:49:00;4593.660645;2;9
02-Oct-2019 02:50:00;4581.017578;5;2
02-Oct-2019 02:51:00;4528.376953;4;7
02-Oct-2019 02:52:00;4580.044434;5;10
02-Oct-2019 02:53:00;4570.842773;2;5
02-Oct-2019 02:54:00;4489.110352;8;2
02-Oct-2019 02:55:00;4489.891113;5;0
02-Oct-2019 02:56:00;4581.964355;4;6
02-Oct-2019 02:57:00;4344.893555;5;9
02-Oct-2019 02:58:00;4365.553223;1;1
02-Oct-2019 02:59:00;4187.51416;1;10
02-Oct-2019 03:00:00;4226.974121;3;7
02-Oct-2019 03:01:00;4232.210938;8;6
02-Oct-2019 03:02:00;4141.605957;7;3
02-Oct-2019 03:03:00;4102.041016;10;8
02-Oct-2019 03:04:00;4162.610352;2;8
02-Oct-2019 03:05:00;4181.51416;3;9
02-Oct-2019 03:06:00;4102.872559;2;0
02-Oct-2019 03:07:00;4156.994141;6;7
02-Oct-2019 03:08:00;4084.237061;1;7
02-Oct-2019 03:09:00;4173.777832;3;8
02-Oct-2019 03:10:00;4194.62207;10;8
02-Oct-2019 03:11:00;4180.616699;7;8
02-Oct-2019 03:12:00;4133.810059;3;9
02-Oct-2019 03:13:00;4243.400879;8;8
02-Oct-2019 03:14:00;4187.962402;9;3
02-Oct-2019 03:15:00;4340.902832;3;4
02-Oct-2019 03:16:00;4225.570313;8;4
02-Oct-2019 03:17:00;4340.036621;8;4
02-Oct-2019 03:18:00;4281.362793;10;8
02-Oct-2019 03:19:00;4246.878906;5;0
02-Oct-2019 03:20:00;4360.936523;6;7
02-Oct-2019 03:21:00;4371.383301;10;5
02-Oct-2019 03:22:00;4319.680176;3;7
02-Oct-2019 03:23:00;4343.253418;5;0
02-Oct-2019 03:24:00;4409.318359;6;4
02-Oct-2019 03:25:00;4440.267578;2;3
02-Oct-2019 03:26:00;4430.564453;7;1
02-Oct-2019 03:27:00;4488.172852;3;1
02-Oct-2019 03:28:00;4465.864746;0;1
02-Oct-2019 03:29:00;4380.854004;2;2
02-Oct-2019 03:30:00;4419.31543;9;7
02-Oct-2019 03:31:00;4478.303711;6;1
02-Oct-2019 03:32:00;4580.517578;9;9
02-Oct-2019 03:33:00;4531.213867;1;1
02-Oct-2019 03:34:00;4640.625;3;1
02-Oct-2019 03:35:00;4622.887207;4;8
02-Oct-2019 03:36:00;4641.435059;1;4
02-Oct-2019 03:37:00;4630.600586;1;5
02-Oct-2019 03:38:00;4619.539551;0;4
02-Oct-2019 03:39:00;4631.185059;2;1
02-Oct-2019 03:40:00;4637.936035;8;9
02-Oct-2019 03:41:00;4652.759766;9;4
02-Oct-2019 03:42:00;4652.465332;5;6
